date,interet_relatif
2020-04-02,0
2020-04-03,0
2020-04-04,0
2020-04-05,0
2020-04-06,0
2020-04-07,0
2020-04-08,0
2020-04-09,0
2020-04-10,0
2020-04-11,0
2020-04-12,0
2020-04-13,0
2020-04-14,0
2020-04-15,0
2020-04-16,0
2020-04-17,0
2020-04-18,0
2020-04-19,0
2020-04-20,0
2020-04-21,0
2020-04-22,0
2020-04-23,0
2020-04-24,0
2020-04-25,0
2020-04-26,0
2020-04-27,0
2020-04-28,0
2020-04-29,0
2020-04-30,0
2020-05-01,0
2020-05-02,0
2020-05-03,0
2020-05-04,0
2020-05-05,0
2020-05-06,0
2020-05-07,0
2020-05-08,0
2020-05-09,0
2020-05-10,0
2020-05-11,0
2020-05-12,0
2020-05-13,0
2020-05-14,0
2020-05-15,0
2020-05-16,0
2020-05-17,0
2020-05-18,0
2020-05-19,0
2020-05-20,0
2020-05-21,0
2020-05-22,0
2020-05-23,0
2020-05-24,0
2020-05-25,0
2020-05-26,0
2020-05-27,0
2020-05-28,0
2020-05-29,0
2020-05-30,0
2020-05-31,0
2020-06-01,0
2020-06-02,0
2020-06-03,0
2020-06-04,0
2020-06-05,0
2020-06-06,0
2020-06-07,0
2020-06-08,100
2020-06-09,0
2020-06-10,0
2020-06-11,0
2020-06-12,0
2020-06-13,0
2020-06-14,0
2020-06-15,0
2020-06-16,0
2020-06-17,0
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,0
2020-06-24,0
2020-06-25,49
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,0
2020-07-01,0
2020-07-02,0
2020-07-03,0
2020-07-04,0
2020-07-05,0
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,0
2020-07-17,0
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,0
2020-07-22,0
2020-07-23,0
2020-07-24,0
2020-07-25,0
2020-07-26,0
2020-07-27,0
2020-07-28,0
2020-07-29,0
2020-07-30,0
2020-07-31,0
2020-08-01,0
2020-08-02,0
2020-08-03,0
2020-08-04,0
2020-08-05,0
2020-08-06,0
2020-08-07,0
2020-08-08,0
2020-08-09,0
2020-08-10,0
2020-08-11,0
2020-08-12,0
2020-08-13,0
2020-08-14,0
2020-08-15,0
2020-08-16,0
2020-08-17,0
2020-08-18,0
2020-08-19,0
2020-08-20,0
2020-08-21,0
2020-08-22,0
2020-08-23,0
2020-08-24,0
2020-08-25,0
2020-08-26,0
2020-08-27,50
2020-08-28,0
2020-08-29,0
2020-08-30,0
2020-08-31,82
2020-09-01,51
2020-09-02,72
2020-09-03,83
2020-09-04,100
2020-09-05,61
2020-09-06,72
2020-09-07,3
2020-09-08,2
2020-09-09,3
2020-09-10,3
2020-09-11,2
2020-09-12,2
2020-09-13,2
2020-09-14,4
2020-09-15,2
2020-09-16,4
2020-09-17,5
2020-09-18,3
2020-09-19,3
2020-09-20,4
2020-09-21,4
2020-09-22,7
2020-09-23,6
2020-09-24,7
2020-09-25,6
2020-09-26,7
2020-09-27,8
2020-09-28,10
2020-09-29,12
2020-09-30,19
2020-10-01,100
2020-10-02,75
2020-10-03,50
2020-10-04,36
2020-10-05,29
2020-10-06,23
2020-10-07,22
2020-10-08,21
2020-10-09,22
2020-10-10,20
2020-10-11,18
2020-10-12,16
2020-10-13,12
2020-10-14,12
2020-10-15,13
2020-10-16,14
2020-10-17,13
2020-10-18,13
2020-10-19,9
2020-10-20,13
2020-10-21,9
2020-10-22,9
2020-10-23,7
2020-10-24,6
2020-10-25,6
2020-10-26,5
2020-10-27,4
2020-10-28,3
2020-10-29,4
2020-10-30,3
2020-10-31,3
2020-11-01,4
2020-11-02,1
2020-11-03,1
2020-11-04,1
2020-11-05,2
2020-11-06,1
2020-11-07,0
2020-11-08,0
2020-11-09,1
2020-11-10,0
2020-11-11,1
2020-11-12,0
2020-11-13,0
2020-11-14,0
2020-11-15,0
2020-11-16,0
2020-11-17,0
2020-11-18,0
2020-11-19,0
2020-11-20,1
2020-11-21,1
2020-11-22,0
2020-11-23,0
2020-11-24,0
2020-11-25,0
2020-11-26,0
2020-11-27,0
2020-11-28,0
2020-11-29,0
2020-11-30,1
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,73
2020-12-08,0
2020-12-09,0
2020-12-10,0
2020-12-11,0
2020-12-12,0
2020-12-13,0
2020-12-14,0
2020-12-15,0
2020-12-16,0
2020-12-17,100
2020-12-18,0
2020-12-19,0
2020-12-20,0
2020-12-21,0
2020-12-22,0
2020-12-23,0
2020-12-24,0
2020-12-25,0
2020-12-26,0
2020-12-27,0
2020-12-28,0
2020-12-29,0
2020-12-30,0
2020-12-31,0
2021-01-01,0
2021-01-02,0
2021-01-03,0
2021-01-04,0
2021-01-05,0
2021-01-06,0
2021-01-07,0
2021-01-08,0
2021-01-09,0
2021-01-10,0
2021-01-11,0
2021-01-12,0
2021-01-13,0
2021-01-14,0
2021-01-15,0
2021-01-16,0
2021-01-17,0
2021-01-18,0
2021-01-19,0
2021-01-20,0
2021-01-21,0
2021-01-22,0
2021-01-23,0
2021-01-24,0
2021-01-25,0
2021-01-26,0
2021-01-27,0
2021-01-28,0
2021-01-29,0
2021-01-30,0
2021-01-31,0
2021-02-01,0
2021-02-02,0
2021-02-03,0
2021-02-04,0
2021-02-05,0
2021-02-06,0
2021-02-07,0
2021-02-08,0
2021-02-09,0
2021-02-10,0
2021-02-11,0
2021-02-12,0
2021-02-13,0
2021-02-14,0
2021-02-15,0
2021-02-16,0
2021-02-17,0
2021-02-18,0
2021-02-19,0
2021-02-20,0
2021-02-21,0
2021-02-22,0
2021-02-23,0
2021-02-24,0
2021-02-25,0
2021-02-26,0
2021-02-27,0
2021-02-28,0
2021-03-01,0
2021-03-02,0
2021-03-03,0
2021-03-04,0
2021-03-05,0
2021-03-06,0
2021-03-07,0
2021-03-08,100
2021-03-09,0
2021-03-10,0
2021-03-11,0
2021-03-12,0
2021-03-13,0
2021-03-14,0
2021-03-15,0
2021-03-16,0
2021-03-17,0
2021-03-18,0
2021-03-19,0
2021-03-20,0
2021-03-21,0
2021-03-22,0
2021-03-23,0
2021-03-24,0
2021-03-25,0
2021-03-26,0
2021-03-27,0
2021-03-28,0
2021-03-29,0
2021-03-30,0
2021-03-31,0
2021-04-01,0
2021-04-02,0
2021-04-03,0
2021-04-04,0
2021-04-05,0
2021-04-06,0
2021-04-07,0
2021-04-08,0
2021-04-09,0
2021-04-10,0
2021-04-11,0
2021-04-12,0
2021-04-13,0
2021-04-14,0
2021-04-15,0
2021-04-16,0
2021-04-17,0
2021-04-18,0
2021-04-19,0
2021-04-20,0
2021-04-21,0
2021-04-22,0
2021-04-23,0
2021-04-24,0
2021-04-25,0
2021-04-26,0
2021-04-27,0
2021-04-28,0
2021-04-29,0
2021-04-30,0
2021-05-01,0
2021-05-02,0
2021-05-03,0
2021-05-04,0
2021-05-05,0
2021-05-06,0
2021-05-07,0
2021-05-08,0
2021-05-09,0
2021-05-10,0
2021-05-11,0
2021-05-12,0
2021-05-13,0
2021-05-14,0
2021-05-15,0
2021-05-16,0
2021-05-17,0
2021-05-18,0
2021-05-19,0
2021-05-20,0
2021-05-21,0
2021-05-22,0
2021-05-23,0
2021-05-24,0
2021-05-25,0
2021-05-26,0
2021-05-27,0
2021-05-28,0
2021-05-29,0
2021-05-30,0
2021-05-31,0
2021-06-01,0
2021-06-02,0
2021-06-03,0
2021-06-04,0
2021-06-05,0
2021-06-06,0
2021-06-07,0
2021-06-08,45
2021-06-09,46
2021-06-10,0
2021-06-11,38
2021-06-12,0
2021-06-13,0
2021-06-14,0
2021-06-15,0
2021-06-16,0
2021-06-17,0
2021-06-18,0
2021-06-19,0
2021-06-20,0
2021-06-21,0
2021-06-22,0
2021-06-23,0
2021-06-24,0
2021-06-25,0
2021-06-26,0
2021-06-27,0
2021-06-28,0
2021-06-29,0
2021-06-30,0
2021-07-01,0
2021-07-02,0
2021-07-03,0
2021-07-04,0
2021-07-05,0
2021-07-06,0
2021-07-07,0
2021-07-08,37
2021-07-09,0
2021-07-10,0
2021-07-11,0
2021-07-12,0
2021-07-13,50
2021-07-14,0
2021-07-15,0
2021-07-16,0
2021-07-17,0
2021-07-18,0
2021-07-19,0
2021-07-20,0
2021-07-21,0
2021-07-22,0
2021-07-23,0
2021-07-24,0
2021-07-25,0
2021-07-26,0
2021-07-27,45
2021-07-28,0
2021-07-29,0
2021-07-30,0
2021-07-31,0
2021-08-01,0
2021-08-02,0
2021-08-03,0
2021-08-04,0
2021-08-05,0
2021-08-06,0
2021-08-07,0
2021-08-08,0
2021-08-09,0
2021-08-10,0
2021-08-11,0
2021-08-12,0
2021-08-13,0
2021-08-14,0
2021-08-15,0
2021-08-16,0
2021-08-17,0
2021-08-18,0
2021-08-19,0
2021-08-20,0
2021-08-21,0
2021-08-22,39
2021-08-23,48
2021-08-24,0
2021-08-25,0
2021-08-26,69
2021-08-27,41
2021-08-28,47
2021-08-29,53
2021-08-30,92
2021-08-31,90
2021-09-01,100
2021-09-02,2
2021-09-03,3
2021-09-04,2
2021-09-05,2
2021-09-06,3
2021-09-07,4
2021-09-08,4
2021-09-09,4
2021-09-10,4
2021-09-11,4
2021-09-12,3
2021-09-13,5
2021-09-14,6
2021-09-15,6
2021-09-16,6
2021-09-17,5
2021-09-18,6
2021-09-19,6
2021-09-20,8
2021-09-21,9
2021-09-22,8
2021-09-23,11
2021-09-24,10
2021-09-25,9
2021-09-26,12
2021-09-27,14
2021-09-28,18
2021-09-29,17
2021-09-30,26
2021-10-01,100
2021-10-02,80
2021-10-03,47
2021-10-04,29
2021-10-05,29
2021-10-06,25
2021-10-07,25
2021-10-08,25
2021-10-09,31
2021-10-10,30
2021-10-11,19
2021-10-12,16
2021-10-13,15
2021-10-14,15
2021-10-15,18
2021-10-16,22
2021-10-17,20
2021-10-18,14
2021-10-19,11
2021-10-20,11
2021-10-21,9
2021-10-22,10
2021-10-23,11
2021-10-24,11
2021-10-25,7
2021-10-26,5
2021-10-27,4
2021-10-28,4
2021-10-29,4
2021-10-30,4
2021-10-31,4
2021-11-01,2
2021-11-02,1
2021-11-03,2
2021-11-04,2
2021-11-05,1
2021-11-06,1
2021-11-07,1
2021-11-08,1
2021-11-09,1
2021-11-10,1
2021-11-11,1
2021-11-12,0
2021-11-13,0
2021-11-14,1
2021-11-15,0
2021-11-16,0
2021-11-17,0
2021-11-18,0
2021-11-19,0
2021-11-20,1
2021-11-21,0
2021-11-22,0
2021-11-23,1
2021-11-24,0
2021-11-25,0
2021-11-26,1
2021-11-27,0
2021-11-28,0
2021-11-29,1
2021-11-30,0
2021-12-01,0
2021-12-02,0
2021-12-03,0
2021-12-04,0
2021-12-05,0
2021-12-06,0
2021-12-07,0
2021-12-08,52
2021-12-09,0
2021-12-10,0
2021-12-11,0
2021-12-12,0
2021-12-13,0
2021-12-14,0
2021-12-15,0
2021-12-16,0
2021-12-17,0
2021-12-18,0
2021-12-19,0
2021-12-20,0
2021-12-21,0
2021-12-22,0
2021-12-23,0
2021-12-24,0
2021-12-25,0
2021-12-26,0
2021-12-27,0
2021-12-28,0
2021-12-29,0
2021-12-30,100
2021-12-31,0
2022-01-01,0
2022-01-02,0
2022-01-03,0
2022-01-04,0
2022-01-05,0
2022-01-06,0
2022-01-07,0
2022-01-08,0
2022-01-09,0
2022-01-10,0
2022-01-11,0
2022-01-12,0
2022-01-13,0
2022-01-14,0
2022-01-15,0
2022-01-16,0
2022-01-17,69
2022-01-18,0
2022-01-19,0
2022-01-20,0
2022-01-21,0
2022-01-22,0
2022-01-23,0
2022-01-24,0
2022-01-25,0
2022-01-26,0
2022-01-27,0
2022-01-28,0
2022-01-29,0
2022-01-30,0
2022-01-31,0
2022-02-01,0
2022-02-02,0
2022-02-03,0
2022-02-04,0
2022-02-05,0
2022-02-06,0
2022-02-07,0
2022-02-08,0
2022-02-09,0
2022-02-10,0
2022-02-11,0
2022-02-12,59
2022-02-13,0
2022-02-14,0
2022-02-15,49
2022-02-16,0
2022-02-17,0
2022-02-18,0
2022-02-19,0
2022-02-20,0
2022-02-21,0
2022-02-22,0
2022-02-23,0
2022-02-24,0
2022-02-25,0
2022-02-26,0
2022-02-27,0
2022-02-28,0
2022-03-01,0
2022-03-02,0
2022-03-03,0
2022-03-04,0
2022-03-05,0
2022-03-06,0
2022-03-07,0
2022-03-08,0
2022-03-09,0
2022-03-10,74
2022-03-11,0
2022-03-12,0
2022-03-13,0
2022-03-14,0
2022-03-15,0
2022-03-16,0
2022-03-17,0
2022-03-18,0
2022-03-19,0
2022-03-20,0
2022-03-21,0
2022-03-22,0
2022-03-23,0
2022-03-24,0
2022-03-25,0
2022-03-26,0
2022-03-27,0
2022-03-28,0
2022-03-29,0
2022-03-30,0
2022-03-31,0
2022-04-01,0
2022-04-02,0
2022-04-03,0
2022-04-04,0
2022-04-05,0
2022-04-06,0
2022-04-07,68
2022-04-08,0
2022-04-09,0
2022-04-10,0
2022-04-11,0
2022-04-12,0
2022-04-13,0
2022-04-14,0
2022-04-15,0
2022-04-16,0
2022-04-17,0
2022-04-18,0
2022-04-19,100
2022-04-20,0
2022-04-21,0
2022-04-22,0
2022-04-23,87
2022-04-24,0
2022-04-25,0
2022-04-26,85
2022-04-27,0
2022-04-28,0
2022-04-29,0
2022-04-30,0
2022-05-01,0
2022-05-02,0
2022-05-03,0
2022-05-04,0
2022-05-05,0
2022-05-06,0
2022-05-07,0
2022-05-08,0
2022-05-09,0
2022-05-10,0
2022-05-11,66
2022-05-12,0
2022-05-13,0
2022-05-14,0
2022-05-15,0
2022-05-16,0
2022-05-17,86
2022-05-18,0
2022-05-19,0
2022-05-20,0
2022-05-21,0
2022-05-22,0
2022-05-23,0
2022-05-24,100
2022-05-25,0
2022-05-26,0
2022-05-27,0
2022-05-28,0
2022-05-29,0
2022-05-30,0
2022-05-31,0
2022-06-01,0
2022-06-02,0
2022-06-03,0
2022-06-04,0
2022-06-05,30
2022-06-06,31
2022-06-07,0
2022-06-08,0
2022-06-09,28
2022-06-10,0
2022-06-11,0
2022-06-12,0
2022-06-13,33
2022-06-14,38
2022-06-15,0
2022-06-16,32
2022-06-17,39
2022-06-18,0
2022-06-19,0
2022-06-20,0
2022-06-21,28
2022-06-22,38
2022-06-23,0
2022-06-24,0
2022-06-25,0
2022-06-26,0
2022-06-27,30
2022-06-28,30
2022-06-29,0
2022-06-30,31
2022-07-01,0
2022-07-02,0
2022-07-03,0
2022-07-04,31
2022-07-05,0
2022-07-06,29
2022-07-07,0
2022-07-08,36
2022-07-09,0
2022-07-10,0
2022-07-11,0
2022-07-12,32
2022-07-13,42
2022-07-14,0
2022-07-15,0
2022-07-16,0
2022-07-17,0
2022-07-18,42
2022-07-19,47
2022-07-20,51
2022-07-21,40
2022-07-22,32
2022-07-23,0
2022-07-24,0
2022-07-25,32
2022-07-26,41
2022-07-27,0
2022-07-28,67
2022-07-29,0
2022-07-30,0
2022-07-31,35
2022-08-01,50
2022-08-02,0
2022-08-03,0
2022-08-04,0
2022-08-05,0
2022-08-06,0
2022-08-07,0
2022-08-08,31
2022-08-09,48
2022-08-10,31
2022-08-11,35
2022-08-12,0
2022-08-13,0
2022-08-14,39
2022-08-15,0
2022-08-16,46
2022-08-17,60
2022-08-18,58
2022-08-19,39
2022-08-20,49
2022-08-21,45
2022-08-22,87
2022-08-23,99
2022-08-24,100
2022-08-25,80
2022-08-26,62
2022-08-27,79
2022-08-28,1
2022-08-29,4
2022-08-30,3
2022-08-31,3
2022-09-01,3
2022-09-02,4
2022-09-03,4
2022-09-04,4
2022-09-05,5
2022-09-06,5
2022-09-07,5
2022-09-08,6
2022-09-09,6
2022-09-10,5
2022-09-11,5
2022-09-12,6
2022-09-13,7
2022-09-14,7
2022-09-15,8
2022-09-16,8
2022-09-17,8
2022-09-18,9
2022-09-19,10
2022-09-20,10
2022-09-21,11
2022-09-22,12
2022-09-23,12
2022-09-24,11
2022-09-25,13
2022-09-26,17
2022-09-27,17
2022-09-28,19
2022-09-29,19
2022-09-30,37
2022-10-01,100
2022-10-02,75
2022-10-03,52
2022-10-04,42
2022-10-05,42
2022-10-06,36
2022-10-07,34
2022-10-08,39
2022-10-09,36
2022-10-10,25
2022-10-11,24
2022-10-12,21
2022-10-13,21
2022-10-14,22
2022-10-15,24
2022-10-16,23
2022-10-17,13
2022-10-18,14
2022-10-19,14
2022-10-20,12
2022-10-21,14
2022-10-22,15
2022-10-23,12
2022-10-24,8
2022-10-25,6
2022-10-26,5
2022-10-27,5
2022-10-28,5
2022-10-29,6
2022-10-30,4
2022-10-31,3
2022-11-01,2
2022-11-02,2
2022-11-03,2
2022-11-04,1
2022-11-05,1
2022-11-06,1
2022-11-07,1
2022-11-08,1
2022-11-09,1
2022-11-10,2
2022-11-11,1
2022-11-12,1
2022-11-13,1
2022-11-14,1
2022-11-15,1
2022-11-16,1
2022-11-17,1
2022-11-18,1
2022-11-19,0
2022-11-20,1
2022-11-21,1
2022-11-22,1
2022-11-23,1
2022-11-24,1
2022-11-25,1
2022-11-26,0
2022-11-27,100
2022-11-28,69
2022-11-29,90
2022-11-30,81
2022-12-01,84
2022-12-02,0
2022-12-03,0
2022-12-04,0
2022-12-05,74
2022-12-06,0
2022-12-07,0
2022-12-08,96
2022-12-09,0
2022-12-10,59
2022-12-11,0
2022-12-12,0
2022-12-13,80
2022-12-14,0
2022-12-15,0
2022-12-16,0
2022-12-17,0
2022-12-18,0
2022-12-19,0
2022-12-20,0
2022-12-21,0
2022-12-22,0
2022-12-23,0
2022-12-24,0
2022-12-25,0
2022-12-26,0
2022-12-27,64
2022-12-28,0
2022-12-29,0
2022-12-30,0
2022-12-31,0
2023-01-01,0
2023-01-02,0
2023-01-03,0
2023-01-04,70
2023-01-05,0
2023-01-06,0
2023-01-07,72
2023-01-08,0
2023-01-09,0
2023-01-10,0
2023-01-11,0
2023-01-12,0
2023-01-13,0
2023-01-14,0
2023-01-15,0
2023-01-16,0
2023-01-17,0
2023-01-18,63
2023-01-19,0
2023-01-20,0
2023-01-21,0
2023-01-22,0
2023-01-23,78
2023-01-24,0
2023-01-25,0
2023-01-26,0
2023-01-27,0
2023-01-28,0
2023-01-29,0
2023-01-30,0
2023-01-31,0
2023-02-01,0
2023-02-02,74
2023-02-03,0
2023-02-04,0
2023-02-05,0
2023-02-06,0
2023-02-07,0
2023-02-08,0
2023-02-09,0
2023-02-10,0
2023-02-11,0
2023-02-12,0
2023-02-13,0
2023-02-14,0
2023-02-15,0
2023-02-16,0
2023-02-17,0
2023-02-18,0
2023-02-19,0
2023-02-20,0
2023-02-21,0
2023-02-22,68
2023-02-23,0
2023-02-24,77
2023-02-25,0
2023-02-26,0
2023-02-27,0
2023-02-28,82
2023-03-01,0
2023-03-02,0
2023-03-03,0
2023-03-04,0
2023-03-05,0
2023-03-06,0
2023-03-07,0
2023-03-08,0
2023-03-09,0
2023-03-10,0
2023-03-11,0
2023-03-12,0
2023-03-13,0
2023-03-14,0
2023-03-15,0
2023-03-16,0
2023-03-17,0
2023-03-18,0
2023-03-19,0
2023-03-20,0
2023-03-21,0
2023-03-22,83
2023-03-23,0
2023-03-24,0
2023-03-25,74
2023-03-26,0
2023-03-27,0
2023-03-28,0
2023-03-29,0
2023-03-30,79
2023-03-31,0
2023-04-01,0
2023-04-02,0
2023-04-03,99
2023-04-04,0
2023-04-05,0
2023-04-06,67
2023-04-07,0
2023-04-08,0
2023-04-09,0
2023-04-10,0
2023-04-11,92
2023-04-12,0
2023-04-13,100
2023-04-14,0
2023-04-15,0
2023-04-16,0
2023-04-17,69
2023-04-18,0
2023-04-19,0
2023-04-20,0
2023-04-21,0
2023-04-22,0
2023-04-23,0
2023-04-24,0
2023-04-25,92
2023-04-26,0
2023-04-27,70
2023-04-28,0
2023-04-29,0
2023-04-30,0
2023-05-01,0
2023-05-02,0
2023-05-03,0
2023-05-04,0
2023-05-05,0
2023-05-06,0
2023-05-07,0
2023-05-08,77
2023-05-09,0
2023-05-10,88
2023-05-11,84
2023-05-12,0
2023-05-13,0
2023-05-14,0
2023-05-15,0
2023-05-16,97
2023-05-17,70
2023-05-18,0
2023-05-19,0
2023-05-20,0
2023-05-21,0
2023-05-22,72
2023-05-23,89
2023-05-24,0
2023-05-25,0
2023-05-26,0
2023-05-27,0
2023-05-28,0
2023-05-29,34
2023-05-30,0
2023-05-31,0
2023-06-01,27
2023-06-02,0
2023-06-03,0
2023-06-04,0
2023-06-05,38
2023-06-06,48
2023-06-07,27
2023-06-08,29
2023-06-09,0
2023-06-10,0
2023-06-11,35
2023-06-12,30
2023-06-13,38
2023-06-14,55
2023-06-15,0
2023-06-16,39
2023-06-17,0
2023-06-18,30
2023-06-19,37
2023-06-20,42
2023-06-21,0
2023-06-22,30
2023-06-23,32
2023-06-24,0
2023-06-25,0
2023-06-26,41
2023-06-27,44
2023-06-28,60
2023-06-29,39
2023-06-30,50
2023-07-01,0
2023-07-02,0
2023-07-03,70
2023-07-04,52
2023-07-05,50
2023-07-06,53
2023-07-07,0
2023-07-08,0
2023-07-09,0
2023-07-10,57
2023-07-11,33
2023-07-12,0
2023-07-13,36
2023-07-14,0
2023-07-15,0
2023-07-16,0
2023-07-17,45
2023-07-18,33
2023-07-19,49
2023-07-20,66
2023-07-21,44
2023-07-22,0
2023-07-23,43
2023-07-24,44
2023-07-25,55
2023-07-26,67
2023-07-27,53
2023-07-28,48
2023-07-29,0
2023-07-30,0
2023-07-31,61
2023-08-01,0
2023-08-02,67
2023-08-03,71
2023-08-04,72
2023-08-05,0
2023-08-06,46
2023-08-07,69
2023-08-08,60
2023-08-09,56
2023-08-10,78
2023-08-11,74
2023-08-12,46
2023-08-13,0
2023-08-14,47
2023-08-15,55
2023-08-16,54
2023-08-17,60
2023-08-18,58
2023-08-19,39
2023-08-20,53
2023-08-21,93
2023-08-22,100
2023-08-23,1
2023-08-24,2
2023-08-25,1
2023-08-26,1
2023-08-27,2
2023-08-28,2
2023-08-29,2
2023-08-30,3
2023-08-31,3
2023-09-01,3
2023-09-02,3
2023-09-03,2
2023-09-04,4
2023-09-05,5
2023-09-06,5
2023-09-07,6
2023-09-08,5
2023-09-09,5
2023-09-10,5
2023-09-11,7
2023-09-12,7
2023-09-13,7
2023-09-14,8
2023-09-15,7
2023-09-16,7
2023-09-17,8
2023-09-18,9
2023-09-19,11
2023-09-20,9
2023-09-21,11
2023-09-22,11
2023-09-23,10
2023-09-24,12
2023-09-25,16
2023-09-26,18
2023-09-27,19
2023-09-28,22
2023-09-29,25
2023-09-30,36
2023-10-01,100
2023-10-02,74
2023-10-03,48
2023-10-04,40
2023-10-05,40
2023-10-06,38
2023-10-07,46
2023-10-08,41
2023-10-09,27
2023-10-10,22
2023-10-11,21
2023-10-12,20
2023-10-13,19
2023-10-14,23
2023-10-15,21
2023-10-16,13
2023-10-17,14
2023-10-18,11
2023-10-19,12
2023-10-20,12
2023-10-21,17
2023-10-22,12
2023-10-23,6
2023-10-24,5
2023-10-25,5
2023-10-26,5
2023-10-27,5
2023-10-28,4
2023-10-29,4
2023-10-30,3
2023-10-31,3
2023-11-01,2
2023-11-02,2
2023-11-03,2
2023-11-04,1
2023-11-05,1
2023-11-06,1
2023-11-07,1
2023-11-08,2
2023-11-09,1
2023-11-10,1
2023-11-11,1
2023-11-12,1
2023-11-13,1
2023-11-14,1
2023-11-15,1
2023-11-16,1
2023-11-17,0
2023-11-18,1
2023-11-19,0
2023-11-20,1
2023-11-21,59
2023-11-22,74
2023-11-23,0
2023-11-24,56
2023-11-25,75
2023-11-26,0
2023-11-27,87
2023-11-28,94
2023-11-29,80
2023-11-30,63
2023-12-01,52
2023-12-02,0
2023-12-03,53
2023-12-04,0
2023-12-05,61
2023-12-06,0
2023-12-07,100
2023-12-08,0
2023-12-09,0
2023-12-10,0
2023-12-11,60
2023-12-12,78
2023-12-13,73
2023-12-14,88
2023-12-15,59
2023-12-16,0
2023-12-17,0
2023-12-18,0
2023-12-19,0
2023-12-20,64
2023-12-21,0
2023-12-22,0
2023-12-23,0
2023-12-24,0
2023-12-25,75
2023-12-26,0
2023-12-27,0
2023-12-28,0
2023-12-29,0
2023-12-30,60
2023-12-31,0
2024-01-01,0
2024-01-02,0
2024-01-03,0
2024-01-04,0
2024-01-05,51
2024-01-06,0
2024-01-07,0
2024-01-08,0
2024-01-09,62
2024-01-10,0
2024-01-11,80
2024-01-12,66
2024-01-13,0
2024-01-14,0
2024-01-15,0
2024-01-16,0
2024-01-17,0
2024-01-18,0
2024-01-19,0
2024-01-20,0
2024-01-21,0
2024-01-22,0
2024-01-23,0
2024-01-24,0
2024-01-25,0
2024-01-26,0
2024-01-27,0
2024-01-28,0
2024-01-29,0
2024-01-30,0
2024-01-31,61
2024-02-01,0
2024-02-02,0
2024-02-03,0
2024-02-04,0
2024-02-05,0
2024-02-06,0
2024-02-07,0
2024-02-08,0
2024-02-09,0
2024-02-10,60
2024-02-11,0
2024-02-12,0
2024-02-13,0
2024-02-14,0
2024-02-15,0
2024-02-16,0
2024-02-17,0
2024-02-18,0
2024-02-19,0
2024-02-20,0
2024-02-21,0
2024-02-22,0
2024-02-23,0
2024-02-24,0
2024-02-25,0
2024-02-26,0
2024-02-27,0
2024-02-28,0
2024-02-29,0
2024-03-01,60
2024-03-02,0
2024-03-03,0
2024-03-04,0
2024-03-05,0
2024-03-06,71
2024-03-07,70
2024-03-08,0
2024-03-09,0
2024-03-10,0
2024-03-11,0
2024-03-12,0
2024-03-13,0
2024-03-14,100
2024-03-15,88
2024-03-16,0
2024-03-17,0
2024-03-18,0
2024-03-19,0
2024-03-20,0
2024-03-21,68
2024-03-22,0
2024-03-23,0
2024-03-24,0
2024-03-25,0
2024-03-26,63
2024-03-27,0
2024-03-28,0
2024-03-29,0
2024-03-30,0
2024-03-31,0
2024-04-01,0
2024-04-02,59
2024-04-03,0
2024-04-04,0
2024-04-05,0
2024-04-06,83
2024-04-07,0
2024-04-08,0
2024-04-09,0
2024-04-10,0
2024-04-11,0
2024-04-12,0
2024-04-13,0
2024-04-14,0
2024-04-15,58
2024-04-16,0
2024-04-17,0
2024-04-18,0
2024-04-19,0
2024-04-20,0
2024-04-21,0
2024-04-22,0
2024-04-23,76
2024-04-24,0
2024-04-25,0
2024-04-26,69
2024-04-27,0
2024-04-28,0
2024-04-29,0
2024-04-30,64
2024-05-01,0
2024-05-02,0
2024-05-03,0
2024-05-04,0
2024-05-05,0
2024-05-06,0
2024-05-07,0
2024-05-08,0
2024-05-09,0
2024-05-10,0
2024-05-11,0
2024-05-12,0
2024-05-13,85
2024-05-14,61
2024-05-15,0
2024-05-16,0
2024-05-17,0
2024-05-18,0
2024-05-19,0
2024-05-20,0
2024-05-21,45
2024-05-22,45
2024-05-23,41
2024-05-24,49
2024-05-25,0
2024-05-26,0
2024-05-27,79
2024-05-28,0
2024-05-29,58
2024-05-30,42
2024-05-31,0
2024-06-01,0
2024-06-02,0
2024-06-03,56
2024-06-04,0
2024-06-05,0
2024-06-06,43
2024-06-07,0
2024-06-08,0
2024-06-09,0
2024-06-10,43
2024-06-11,0
2024-06-12,65
2024-06-13,47
2024-06-14,64
2024-06-15,0
2024-06-16,0
2024-06-17,57
2024-06-18,0
2024-06-19,45
2024-06-20,63
2024-06-21,0
2024-06-22,0
2024-06-23,56
2024-06-24,56
2024-06-25,0
2024-06-26,58
2024-06-27,60
2024-06-28,0
2024-06-29,0
2024-06-30,0
2024-07-01,43
2024-07-02,81
2024-07-03,50
